88.85	88.814	88.7625	88.7265	88.9365	88.6837	14944	25764	56.2303	85.0432	0.7729	0.7024	100.3809	100.1756	100.2867	100.2394
88.83	88.834	88.7805	88.7418	88.9467	88.7023	23316	24410	58.0972	95.3947	0.7877	0.7253	100.4148	100.1779	100.2867	100.2399
88.86	88.834	88.7985	88.7498	88.9555	88.7196	15104	22395	54.752	52.0222	0.8325	0.7523	100.4148	100.1803	100.2416	100.2399
88.8201	88.844	88.8165	88.7638	88.9681	88.7403	15008	20893	57.3939	80.6387	0.8294	0.7812	100.4148	100.1826	100.2867	100.2403
88.86	88.856	88.8345	88.7803	88.9888	88.7683	54739	22720	60.5059	123.1359	0.8452	0.8135	100.4713	100.1855	100.2867	100.2408
88.91	88.871	88.8425	88.7987	89.0056	88.7914	15176	21293	60.0147	122.5451	0.8314	0.8252	100.4713	100.1883	100.2808	100.2412
88.9048	88.88	88.857	88.8137	89.0192	88.811	15252	20313	60.028	110.2531	0.8129	0.8303	100.4715	100.1912	100.2808	100.2416
88.905	88.896	88.865	88.831	89.0349	88.8322	16816	20046	59.4902	90.5111	0.7962	0.823	100.4659	100.1939	100.2808	100.242
88.9	88.915	88.8795	88.8493	89.0482	88.8509	28892	20906	63.379	150.2206	0.8212	0.8214	100.528	100.1972	100.2808	100.2424
88.955	88.942	88.899	88.8703	89.058	88.8653	129803	28522	68.6776	216.2585	0.7677	0.8059	100.6297	100.2015	100.2808	100.2428
89.045	88.965	88.918	88.8833	89.0662	88.8779	50868	30497	65.8281	148.8726	0.8456	0.8087	100.6297	100.2058	100.2526	100.2429
89.02	88.984	88.932	88.8993	89.0716	88.8887	42416	32211	63.5567	102.479	0.8361	0.8134	100.6297	100.21	100.2301	100.2427
89	89.012	88.954	88.914	89.0815	88.9045	17197	31441	66.0782	115.166	0.8657	0.8273	100.6297	100.2142	100.2752	100.2431
89.04	89.027	88.971	88.9287	89.0872	88.9157	34353	32484	64.8696	87.1101	0.864	0.8358	100.6184	100.2182	100.2752	100.2434
89.03	89.02	88.981	88.9393	89.0932	88.9266	25849	33316	62.4118	57.5158	0.854	0.8531	100.6184	100.2222	100.2527	100.2435
89.01	89.018	88.9915	88.9513	89.102	88.9398	45653	35363	62.4118	47.9019	0.8014	0.8442	100.6184	100.2261	100.2527	100.2436
89.01	89.019	89.0015	88.961	89.1078	88.9494	43413	36703	61.7329	34.0439	0.7359	0.8242	100.6184	100.23	100.247	100.2436
89.005	89.023	89.0175	88.977	89.1187	88.9632	35129	38038	66.0975	99.5427	0.7172	0.7945	100.6184	100.2339	100.309	100.2442
89.06	89.023	89.025	88.9883	89.1238	88.9703	14415	37998	61.9473	52.1053	0.6404	0.7498	100.6184	100.2377	100.2752	100.2446
89.03	89.029	89.0245	88.997	89.1235	88.971	9967	35013	62.7863	66.8571	0.5862	0.6962	100.6184	100.2415	100.2864	100.245
89.04	89.0428	89.0304	89.0086	89.1251	88.9737	38721	36583	65.9398	156.6995	0.5671	0.6494	100.6625	100.2457	100.2864	100.2454
89.079	89.0528	89.0359	89.0186	89.1203	88.9685	18398	36793	62.4334	78.6319	0.4884	0.5999	100.6625	100.2498	100.2594	100.2455
89.055	89.0638	89.0434	89.0329	89.1144	88.9621	36632	38114	67.1376	207.2566	0.5048	0.5574	100.7303	100.2546	100.2594	100.2457
89.115	89.0698	89.0464	89.0399	89.1093	88.9564	57740	40037	59.7511	50.1127	0.4	0.5093	100.6681	100.2587	100.2594	100.2458
89.06	89.0638	89.0464	89.0376	89.1044	88.9514	19013	32651	53.9415	-86.3728	0.2808	0.4482	100.6681	100.2628	100.2031	100.2454
89.01	89.056	89.0494	89.0389	89.0962	88.945	13882	30185	56.6642	-5.0077	0.224	0.3796	100.6681	100.2668	100.2369	100.2453
89.04	89.039	89.0459	89.0369	89.085	88.9351	53560	30928	49.3354	-154.629	0.004	0.2827	100.589	100.2701	100.2369	100.2452
88.97	89.008	89.0359	89.0316	89.0708	88.9219	21723	31230	48.3727	-147.7023	0.0223	0.1862	100.589	100.2732	100.2256	100.245
88.96	88.99	89.0299	89.0276	89.0588	88.9111	25122	30614	49.4353	-110.3294	0.0918	0.1246	100.6003	100.2765	100.2256	100.2448
88.97	88.984	89.0239	89.0256	89.0449	88.8981	23285	30444	50.5318	-83.2321	0.2133	0.1111	100.6003	100.2797	100.2369	100.2447
88.98	88.968	89.012	89.0223	89.0309	88.885	10100	28073	48.277	-95.9452	0.3947	0.1452	100.6003	100.2829	100.2144	100.2444
88.96	88.958	88.9985	89.0166	89.0159	88.8707	31325	27267	44.0447	-126.6333	0.641	0.2726	100.5551	100.2856	100.2144	100.2441
88.92	88.942	88.975	89.0046	89.0017	88.8571	33647	27169	40.2451	-144.5809	0.7093	0.41	100.5098	100.2878	100.2144	100.2438
88.88	88.928	88.959	88.9959	88.9897	88.8464	28972	28139	42.8981	-106.9062	0.8182	0.5553	100.5098	100.29	100.2369	100.2438
88.9	88.906	88.945	88.9846	88.9733	88.8308	23012	29009	40.028	-127.875	0.8933	0.6913	100.5098	100.2922	100.2031	100.2434
88.87	88.886	88.927	88.97	88.9609	88.8189	25274	28112	39.089	-120.6427	0.9016	0.7927	100.4985	100.2943	100.2031	100.243
88.86	88.87	88.914	88.9557	88.9472	88.8063	34404	29179	37.209	-120.7685	0.9206	0.8486	100.4759	100.2961	100.2031	100.2426
